b'Little D takes the America! First stop Mackinac &amp; the U.P.! \n\n[[P.s. Little D aka Little Dwayne is our mascot for o\xe2\x80\xa6 https://t.co/5tNT4Vb76T'|45.78053221|-84.72736364
b"Here is 1 more tip for Tonight's Videos on the 1934 Ford Pickup Truck 3in1 Custom Builds. This is for the Custom Tr\xe2\x80\xa6 https://t.co/0yZy39RRRD"|40.7|-73.593
b'Yesterday after cleaning up at our camp site to get ready for Labor Day Weekend. #LakeConnorPark #Camping #Nissan\xe2\x80\xa6 https://t.co/dtUOpV7n13'|47.729179|-122.2948945
b"#WrapUp Video for Tonight's Videos/Steps on the 1934 Ford Pickup Truck 3in1 Kits Custom Builds. Thomas also gives y\xe2\x80\xa6 https://t.co/eiedQAjzHl"|40.7|-73.593
b'My 46 mile bicycle ride to Tacoma with boneladyg\n\n#jerym\xc3\xafha #boneladyg #friends #deafriendly #deaffriendly\xe2\x80\xa6 https://t.co/9bZNKiR7TD'|47.6064|-122.331
b'Congrats Paul! 2020 Chevrolet Silverado 1500! #openroad #openroadautoconcierge #chevrolet #chevytrucks\xe2\x80\xa6 https://t.co/vgz11odkfu'|33.97842|-117.55828
b'Nissan Navara taillights tinting\n\n\xf0\x9f\x97\xba 3 Oracle Drive Albany\n\xe2\x98\x8e\xef\xb8\x8f 09 426 7287\n\xf0\x9f\x93\xb1 027 777 9451\n\n1. Royal Class\nUV CUT - 99\xe2\x80\xa6 https://t.co/O1Q56l6tPF'|-36.7343193|174.6991905
b'Night Time Nursery rhymes ! Some of them want to use you! I travel the world and the seven seas. Everybody\xe2\x80\x99s lookin\xe2\x80\xa6 https://t.co/R8ZD8f7PDv'|36.23755829|-115.0946188
b'Been too long!! #datenight #hondaya (@ Honda-Ya Japanese Restaurant in Tustin, CA) https://t.co/HuxV2ox3WX'|33.7404499|-117.82388146
b'Neatly used Toyota Corolla with leather interior is available for quick sale at 1.2m, Call us today for more enquir\xe2\x80\xa6 https://t.co/n9XyMzDrKQ'|6.45306|3.39583
b'Summertime in Tahoe - 360 edition \xf0\x9f\x8c\x8e \xf0\x9f\x93\xb8 @ Lake Tahoe, California https://t.co/3sWKPfV4wr'|39.08743603|-120.05584717
b"Stay tuned for the new excitement of the road and don't forget to raise ourself upbeat to break any barriers that s\xe2\x80\xa6 https://t.co/AGT6zMXrm9"|3.0127808|99.0845311
b'\xf0\x9f\x91\x80 \xf0\x9f\x91\x80 \xf0\x9f\x91\x80\n\n#swipeleft \n\ncolour change \n #toyota #camry #facelift\n\nOriginal parts only with warrantee \n\nPaint with the b\xe2\x80\xa6 https://t.co/7caC6GkeVN'|9.08879076|7.43911743
b'Make it a September to remember... let\xe2\x80\x99s do this \xf0\x9f\x92\xaa \n\n#september #2020 #septiembre #letsdothis #newmonth\xe2\x80\xa6 https://t.co/pgQGZSx41M'|35.17982|-89.89743
b'Make it a September to remember... let\xe2\x80\x99s do this \xf0\x9f\x92\xaa \n\n#september #2020 #septiembre #letsdothis #newmonth\xe2\x80\xa6 https://t.co/Lx7Mvnp38J'|35.17982|-89.89743
b'No. 81 / 99 reasons to visit Ettalong Beach \xf0\x9f\x91\x89Thai Space -Thai Space Ettalong has been established since 2014.We mai\xe2\x80\xa6 https://t.co/fxKq7JoUoF'|-33.51434384|151.33939139
b'MWANZA MWANZA\n\nToyota PORTE - Milioni 6.8 tu\n\nMileage:\nYear:\ncc: 1490\n\xf0\x9f\x93\x8dM W A N Z A\nAutomatic\nClean condition\nSports\xe2\x80\xa6 https://t.co/UOrS0mY3hs'|-2.51876124|32.90193864
b'Can you recommend anyone for this job in South Lake Tahoe, CA? https://t.co/zNQiBmHVmt #hospitaljobs #RN'|38.939926|-119.9771868
b'#lovemybike #ridesave #niewiederwenigerals1500ccm #suzukiintruder1500 #suzukiintruder #intruder #chopper #motorrad\xe2\x80\xa6 https://t.co/AdG3JOnCqM'|48.38506623|16.20726798
b'"Failure is the opportunity to begin again more intelligently." - Henry Ford\n\nIn the book Think &amp; Grow Rich Hill me\xe2\x80\xa6 https://t.co/iUi1WMogGs'|37.35764697|27.28771151
b'#ilovemydog #doglover #oldenglishbulldog #oeb #sweetheart #chevy #unsersonnenschein #bulldog #mybiglove #dog @ Art\xe2\x80\xa6 https://t.co/cPoAY3hmDM'|48.38506623|16.20726798
b"Stay tuned for the new excitement of the road and don't forget to raise ourself upbeat to break any barriers that s\xe2\x80\xa6 https://t.co/icJEUJNhtF"|-2.99998497|120.19767495
b"Stay tuned for the new excitement of the road and don't forget to raise ourself upbeat to break any barriers that s\xe2\x80\xa6 https://t.co/9Hqcyz0D5u"|-2.99998497|120.19767495
b'Cabrona with a big heart \xf0\x9f\x96\xa4\xe2\x9c\xa8 #YoSoyMala \n\xf0\x9f\x93\xb8 by @Mr_OKil \n#hair #makeup &amp; #styling by me \xf0\x9f\x99\x8b\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f\nSpecial thanks to mii_k\xe2\x80\xa6 https://t.co/6iMHZN335c'|34.0564|-118.2445
b'The all new Honda Brio RS cvt\nCan be yours at 118K downpayment \n15K@5yrs\nApply online\nSubject to bank approval\nCall\xe2\x80\xa6 https://t.co/Waun1iys7M'|13.95212804|121.16125792
b'Golden State of mind with our Armenian Alphabet bag.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n#anetscollection #malibu #armeniangifts\xe2\x80\xa6 https://t.co/rFH3efcFh9'|34.0304|-118.779
b'Powderfinger Prep Album of Unreleased Material for 20th Anniversary of \xe2\x80\x98Odyssey Number Five\xe2\x80\x99 - Billboard\xe2\x80\xa6 https://t.co/kM69nIx8nJ'|51.5447969|0.04968474
b'Yesterday after cleaning up at our camp site to get ready for Labor Day Weekend. #LakeConnorPark #Camping #Nissan\xe2\x80\xa6 https://t.co/TTYzHrrpyD'|47.729179|-122.2948945
b'Another Honda CBF1000 with charging issues, well when I say issues it\xe2\x80\x99s more like, another smoked ring of \xf0\x9f\x94\xa5 fire! @\xe2\x80\xa6 https://t.co/XIIOXITr9b'|53.5105166|-1.14028133
b'With a stunningly bold design and incredibly intelligent features, it\xe2\x80\x99s time for you to experience the best of both\xe2\x80\xa6 https://t.co/2Ohwoxql1t'|21.20826082|81.36715215
b'Nissan Terra Rearbar is Available Now. \xf0\x9f\x98\x8e\n\nLimited Stock \n\n#bantengmas #nissan #terra #aksesoristerra\xe2\x80\xa6 https://t.co/Nlzas7MYw7'|-6.15474207|106.84888601
b'#Repost @bantengmas\n\xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2\nBanteng Mas\n\nNissan Terra Rearbar is Available Now. \xf0\x9f\x98\x8e\n\nLimited Stock \n\n#bantengmas\xe2\x80\xa6 https://t.co/IrL4cWj2Dh'|-6.15473396|106.84898272
b'OMG, why do I keep forgetting my most committed \xf0\x9f\x8f\x90 fam! Even had a dad join in for awhile with the Lady Mustang as I\xe2\x80\xa6 https://t.co/mQPFeHdolb'|29.9689|-95.6969
b'Jimmy Dean - East Liberty, Ohio -  Jimmy Dean sausage egg cheese biscuit I bought the sausage egg cheese biscuit at\xe2\x80\xa6 https://t.co/0oOwWEql87'|40.2765353|-83.5185343
b'#Anothermiracle, Always on (((One Accord))) with @streetcornerres Founder @ieshasekou \nSpeak Peace Foward \xe2\x98\x9d\xf0\x9f\x8f\xbf\n\nMinis\xe2\x80\xa6 https://t.co/9aGwmY65pt'|40.82136|-73.93798
b'#latergram When one door closes, another one opens. I loved my Ford Escape Hybrid and would still be driving it if\xe2\x80\xa6 https://t.co/kYJb9IAZC6'|35.7781|-78.6349
b'#Carpool #MustangRidge -&gt; #DeerPark rideshare #splitcosts https://t.co/WCKXSB5Xdx'|30.0568828|-97.6911124
b'My sister Honda Civic FN, before I cleaned it! #honda #hondacivic #hondacivicfn2 #beforecleaning #valet\xe2\x80\xa6 https://t.co/kFlpnNzj1K'|50.9779|-1.4375
b'My sister Honda Civic FN, after cleaning! #honda #hondacivic #hondacivicfn2 #cleaning #valet #detailingdaily @ Nort\xe2\x80\xa6 https://t.co/Xy6zJlvITW'|50.9779|-1.4375
b'Houston, Texas - Got happy hour here Friday night (8/28/20) with my girlfriend. Ordered various tacos (including a\xe2\x80\xa6 https://t.co/HFNNTbAZin'|29.7981309|-95.3823537
b"If you're looking for work in South Lake Tahoe, CA, check out this job: https://t.co/CdcTmTLePV #hospitaljobs #RN"|38.939926|-119.9771868
b'Literally park them anywhere #scooter #vespa #cc #scooters #scoot #scootering #undialed #yamaha #scooterlife\xe2\x80\xa6 https://t.co/oMxzhXciTu'|40.81816724|-73.10297272
b'Shades of blue !! #roguemenswear #roguemenswearbexleyheath #boss #tramarossa #valentino #newweeknewgoals\xe2\x80\xa6 https://t.co/iTHb32jBO9'|51.4575577|0.1363486
b'99 Days of Race Cars. #56 Bobby Reuse Chevy Silverado at @ctmpofficial 2019\n\n#racing #racecar #99daysofracecars #56\xe2\x80\xa6 https://t.co/JjuDbamPvm'|44.05344321|-78.67424523
b'\xe2\x80\x98Zilla with the Angles\n\n#nissan #godzilla #gtr #gtr35 #nissangtr #nismo #nismoracing #gtrnismo #nissanskyline\xe2\x80\xa6 https://t.co/RJwCQOm9RF'|37.9828063|-122.0772753
b'Genuine Toyota oil filter and fully synthetic engine oil from German .... good products for your oil change for a c\xe2\x80\xa6 https://t.co/oD1hJmpobH'|5.55|-0.2
b'Had a little play up the yard testing our 4x4s on the gravel mounds. #ford #fordranger #nissan #nissanpathfinder\xe2\x80\xa6 https://t.co/cJ98L6zjFq'|50.9779|-1.4375
b'Impala of the Day 01/09/20\n. \n1958 Impala . .\n.\n.\n\xf0\x9f\x93\xb8 lowrider_visuals \n.\n.\n#impala #impalaforever #impaladodia\xe2\x80\xa6 https://t.co/iZ8LlZjvhC'|-27.60469|-48.46781
b'Cars or Sky?\nA beautiful backdrop for these amazing #Matchbox #Diecast #Cars\n\n\xc2\xb418 RANGE ROVER VOGUE SE (METALFLAKE\xe2\x80\xa6 https://t.co/7CVBjBlzvU'|22.48564529|88.38876486
b'Welcome to our Priority One Event 2020. \n\nWe still have appointments available, if you would like a fantastic deal\xe2\x80\xa6 https://t.co/Qe8sMKzlVc'|53.6029263|-2.1712989
b'Showroom Shot\n#triumph #harleydavidson #honda #yamaha #motorcycle #royalenfield #ktm #ducati #bmw #biker\xe2\x80\xa6 https://t.co/o7ZbciPhg8'|21.0|77.0
b'Did my civic duty before work this am. A few things to note 1. Well organized with safety precautions. 2. Separate\xe2\x80\xa6 https://t.co/CU8GdWc8Rf'|42.5576|-70.8798
b'Aliens (Comics): Rogue Alien "Battle Diorama" - Free US Shipping Premium Masterline Statue by Prime 1 Studio\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94-\xe2\x80\xa6 https://t.co/wgLPGzWQej'|39.7391|-104.98360001
b'Honda Accord 2018 model touring 2.0Ltr fully loaded mileage 25114KM available for sale GHS149,000 \n\n prospective bu\xe2\x80\xa6 https://t.co/kT4ZWm2WGT'|5.55|-0.2
b'Here for the 215,000 mile service on my 2011 Nissan Murano! (Purchased January 11, 2014, with 33,600 miles.) (@ Bob\xe2\x80\xa6 https://t.co/zN03LONtc4'|39.29661477|-76.50912134
b'Working to build an exciting Virtual Experience for the year today. Looking forward to sharing with all of you the\xe2\x80\xa6 https://t.co/CYZ2DKlcQO'|40.18637296|-75.52913426
b'There is a Mustang for everybody! What is your favorite Mustang? fordperformance @walkerfordco \n\n#ford #shelby\xe2\x80\xa6 https://t.co/Qq8GYazjTZ'|27.93192871|-82.7314194
b'Make/Trim :Toyota corolla \nYear: 2018\nPrice: 6.5m\nCondition: foreign used \nDuty: \xe2\x9c\x85 \nLocation: abuja \nMobile/whatsap\xe2\x80\xa6 https://t.co/NTyE6XbglA'|10.5231|7.44028
b'\xe2\x9c\x85 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8 Alex Withall is ready to hit the road in his new 2020 #Chevrolet #Spark purchased from El Laaouine at\xe2\x80\xa6 https://t.co/R6wnHG5iNh'|27.9937024|-82.706432
b'Hey what are you doing in Indy? Oh just shooting some pics of my friend Ralph\xe2\x80\x99s new corvette for him.\xe2\x80\xa6 https://t.co/wvFE1FFISH'|39.8154798|-85.91088394
b'Hot deal\xf0\x9f\x94\xa5\nMake/Trim : Toyota camry \nYear: 2016\nPrice: \xe2\x82\xa64.5m \nCondition: Exellent Nigerian used \nDuty: \xe2\x9c\x85 \nLocation:\xe2\x80\xa6 https://t.co/xL8Y2QwvUE'|10.5231|7.44028
b'In the lab \xf0\x9f\xa7\xaa \n\nVC: djonesfit_ @ Ford Sports Performance https://t.co/Mm6pQ8618U'|47.58266438|-122.16064641
b'This is the trailer for the latest film titled:\n\xe2\x80\x9cThe Night Before the First Day of Distance Learning, Fall 2020\xe2\x80\x9d\n.\xe2\x80\xa6 https://t.co/2XIn3jUAV3'|39.32323695|-120.26439428
b'If only we had some kind of "army" of trained experts and technicians we could put to work on repairing and upgradi\xe2\x80\xa6 https://t.co/jilbhchvIs'|33.96145|-116.5105
b'On my way to Des Moines @ Tacoma, Washington https://t.co/kvLQ3c8mOH'|47.2414|-122.459
b'Newly Arrived 2008 Toyota Corolla sport going for 2.2m, Call us today for more enquiries 08170116010 or 08053351266\xe2\x80\xa6 https://t.co/ITrxbm6uk9'|6.45306|3.39583
b'#Repost @toyotaid\n\xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2 \xe2\x80\xa2\nRed is the symbolize of powerful and strength!\nDo you agree?\n\n#Toyota #ToyotaSupra\xe2\x80\xa6 https://t.co/N9qqnqdFFT'|3.0127808|99.0845311
b"Fiesta Mexico \xf0\x9f\x87\xb2\xf0\x9f\x87\xbd birthday cake.\n#flowerpiping #burritopi\xc3\xb1ata #art  #whipcreamcake #embroidery en Marissa's Cake https://t.co/cug5QkkaBv"|33.921113|-118.153925
b'Just in case my fellow Nevadans want to know what the covid-19 mask policies are in Utah, here\xe2\x80\x99s the poster from th\xe2\x80\xa6 https://t.co/xNGCI2MmUt'|40.2710745|-111.7127681
b'Chess in the park with the Odyssey 7Q+ and the Sony #FS700 #SonyImages #Chess #VideoEditor #SanJose @ San Jose, Cal\xe2\x80\xa6 https://t.co/VO9gX94uP9'|37.3376|-121.8865
b'Red is the symbolize of powerful and strength!\nDo you agree?\n\n#Toyota #ToyotaSupra #toyotamadiun #toyotamagetan\xe2\x80\xa6 https://t.co/3Umb8jYv2D'|-7.63246|111.51961
b'First bike ride since FUCK YOU NISSAN JUKE.\n\xe2\x99\xa0\xef\xb8\x8f\n.\n\nKept to footpaths and off-road routes. You don\xe2\x80\x99t go to Valhalla i\xe2\x80\xa6 https://t.co/BTM6bN5Jzx'|52.24992|0.7093
b'Our #LaborDaySellathon begins NOW! Hurry in for 0% APR Financing for 72 Months plus $1,000 Retail Trade Assistance\xe2\x80\xa6 https://t.co/EBFu33Eb9B'|34.03273686|-118.12667668
b'"Coming together is a beginning; keeping together is progress, working together is success." - Henry Ford\xe2\x80\xa6 https://t.co/yR0sn9LSZ6'|-3.29777363|114.58720114
b'Ford Keyless 2013 new bcm and keys coded in after the original bcm suffered heavy water damage. \n\xe2\x80\xa2Key programming\n\xe2\x80\xa2\xe2\x80\xa6 https://t.co/phmH9pkx51'|51.61414|-0.10953
b'Available For Sale!!!\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\n2005 Toyota Sienna XLE In Sky Blue and Cream Interior\n\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\x94\xe2\x80\xa6 https://t.co/hgKtm0Jv1u'|6.43111111|3.41583333
b'#how #old #isthis #tree @ Tahoe Vista, California https://t.co/87w67VLzet'|39.2464|-120.049
b'All around the world, communities discriminate against their darker skinned people, be it in Brazil, India, etc. Wh\xe2\x80\xa6 https://t.co/zxBO5XAZ8R'|-1.292066|36.821945
b'All around the world, communities discriminate against their darker skinned people, be it in Brazil, India, etc. Wh\xe2\x80\xa6 https://t.co/2XtEEFn3Rn'|-1.292066|36.821945
b'Sidegenic. \xf0\x9f\x98\x9d @ Pathfinder Travel and Tours https://t.co/LzuORbba2o'|7.60084259|125.96627653
b'Exit ramp to ob 57 closed due to police activity in #BishopFord on Bishop Ford (I-94) Inbound at I-57 Interchange\xe2\x80\xa6 https://t.co/YKnqX58ifq'|41.71571|-87.62285
